Roadway Name,Roadway Name og,From,To,Direction,average_volume
Bruckner Boulevard,Bruckner Boulevard,Havemeyer Avenue,Castle Hill Avenue,NB,997.125
Northern Boulevard,Northern Boulevard,Collins Place,Kings Road,EB,997.0416667
Richmond Avenue,RICHMOND AVENUE,YUKON AVENUE,INDEPENDENCE AVENUE,SB,996.875
Washington Bridge,Washington Bridge,Harlem River Shoreline,Harlem River Shoreline,WB,996.7916667
5 Avenue,5 AVENUE,WEST 25 STREET,EAST 26 STREET,SB,996.625
8 Avenue,8 AVENUE,WEST 45 STREET,WEST 46 STREET,NB,996.3333333
North Conduit Avenue,North Conduit Avenue,Grant Avenue,Elbert Lane,NB,996.3333333
2 Ave,2 AVE,EAST 124 ST,EAST 123 ST,SB,996.125
Richmond Avenue,RICHMOND AVENUE,YUKON AVENUE,INDEPENDENCE AVENUE,SB,996.125
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,EB,995.875
Flatbush Avenue,FLATBUSH AVENUE,4 AVENUE,ROCKWELL PLACE,NB,995.7083333
Bruckner Boulevard,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,EB,995.625
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,WB,995.3333333
6 Avenue,6 Avenue,Spring Street,Vandam Street,NB,995.2916667
East Gun Hill Road,EAST GUN HILL ROAD,Bronx Boulevard,Bronx River Parkway,WB,995.25
Park Avenue,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,SB,995.0833333
Woodhaven Boulevard,Woodhaven Boulevard,95 Avenue,95 Street,SB,995.0416667
Bruckner Boulevard,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,WB,994.8333333
Korean War Vets Parkway,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,NB,994.6666667
Atlantic Avenue,Atlantic Avenue,Williams Avenue,Hillsdale Street,EB,994.5833333
Flatbush Avenue,Flatbush Avenue,State Street,Schermerhorn Street,SB,994.1666667
Queens Boulevard,QUEENS BOULEVARD,SKILLMAN AVENUE,JACKSON AVENUE,SB,993.7916667
Sheridan Expressway,Sheridan Expressway,East 173 Street,East 174 Street,SB,993.7916667
Richmond Avenue,RICHMOND AVENUE,Forest Hill Road,Forest Hill Bridge,SB,993.7083333
Grand Street,Grand Street,Crosby Street,Lafayette Street,EB,993.5833333
Canal Street,CANAL STREET,BROADWAY,CORTLANDT ALLEY,EB,993.375
Rockaway Boulevard,Rockaway Boulevard,North Boundary Road,150 Road,SB,993.375
Dutch Kills Street,Dutch Kills Street,Ed Koch Bridge Upper Roadway,Ed Koch Bridge Upper Roadway,NB,993.375
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,993.0416667
Park Avenue,Park Avenue,East 73 Street,East 74 Street,SB,992.625
West Street,West Street,Dead end,Hubert Street,NB,992.5416667
Southern Boulevard,SOUTHERN BOULEVARD,Mosholu Parkway,Bronx River Parkway,SB,992.5
Avenue Of The Americas,AVENUE OF THE AMERICAS,VANDAM STREET,SPRING STREET,NB,992.4583333
5 Avenue,5 AVENUE,WEST 25 STREET,BROADWAY,SB,992.375
5 Avenue,5 AVENUE,WEST 59 STREET,WEST 60 STREET,SB,992.3333333
Flatbush Avenue,Flatbush Avenue,State Street,Schermerhorn Street,NB,991.625
Lexington Avenue,LEXINGTON AVENUE,60 STREET,EAST 61 STREET,SB,991.5833333
1 Avenue,1 AVENUE,EAST 120 STREET,PALADINO AVENUE,NB,991.5833333
Canal Street,CANAL STREET,LAFAYETTE STREET,CORTLANDT ALLEY,WB,991.5833333
Northern Boulevard,Northern Boulevard,Collins Place,Kings Road,EB,991.4166667
2 Ave,2 AVE,EAST 124 ST,EAST 123 ST,SB,991.3333333
Madison Avenue,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,991.3333333
East Gun Hill Road,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,WB,991.2916667
7 Avenue,7 Avenue,West 12 Street,West 13 Street,SB,990.8333333
Northern Boulevard,NORTHERN BOULEVARD,College Point Boulevard,Prince Street,WB,990.75
5 Avenue,5 Avenue,East 60 Street,East 61 Street,SB,990.5833333
East Gun Hill Road,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,WB,990.4583333
Madison Avenue,Madison Avenue,East 45 Street,East 46 Street,NB,990.1666667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,990.0833333
West Street,West Street,Bike Path,Dead End,SB,990.0833333
Park Avenue,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,SB,989.9166667
11 Avenue,11 Avenue,West 44 Street,West 45 Street,SB,989.8333333
2 Avenue,2 AVENUE,EAST 12 STREET,EAST 13 STREET,SB,989.75
Canal Street,CANAL STREET,BROADWAY,CORTLANDT ALLEY,EB,989.7083333
Belt Parkway,Belt Parkway,72 Street,74 Street,SB,989.625
North Conduit Avenue,North Conduit Avenue,Tahoe Street,Raleigh Street,WB,989.5833333
Queens Boulevard,QUEENS BOULEVARD,SKILLMAN AVENUE,JACKSON AVENUE,SB,989.5
2 Avenue,2 AVENUE,EAST 74 STREET,EAST 75 STREET,SB,989.3333333
Broadway,Broadway,East 11 Street,East 12 Street,NB,988.875
5 Avenue,5 Avenue,East 60 Street,East 61 Street,SB,988.6666667
3 Avenue,3 Avenue,29 Street,30 Street,NB,988.6666667
Exterior Street/135 Street,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,988.4583333
Fdr Drive Viaduct,FDR DRIVE VIADUCT,WHITEHALL STREET,STATE STREET,EB,987.9166667
Lexington Avenue,Lexington Avenue,East 46 Street,East 47 Street,SB,987.8333333
2 Avenue,2 AVENUE,EAST 12 STREET,EAST 13 STREET,SB,987.7083333
8 Avenue,8 Avenue,West 26 Street,West 27 Street,NB,987.3333333
3 Avenue,3 AVENUE,26 STREET,27 STREET,NB,987.2083333
Northern Boulevard,Northern Boulevard,Collins Place,Kings Road,EB,986.8333333
5 Avenue,5 Avenue,East 12 Street,East 13 Street,SB,986.375
Madison Avenue,MADISON AVENUE,74 STREET,75 STREET,NB,986.25
East Gun Hill Road,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,WB,986.1666667
Northern Boulevard,Northern Boulevard,Collins Place,Kings Road,EB,986.0416667
Hylan Boulevard,HYLAN BOULEVARD,EBBITTS AVENUE,PRINCETON AVENUE,SB,985.8333333
2 Avenue,2 AVENUE,EAST 99 STREET,EAST 100 STREET,SB,985.8333333
79 Street Transverse,79 Street Transverse,5 Avenue,East Drive,WB,985.6666667
Hylan Boulevard,HYLAN BOULEVARD,EBBITTS AVENUE,PRINCETON AVENUE,SB,985.5833333
East Gun Hill Road,EAST GUN HILL ROAD,Bronx Boulevard,Bronx River Parkway,WB,985.2083333
Broadway,BROADWAY,EAST 11 STREET,EAST 12 STREET,SB,985.125
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,EB,985.0416667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,985.0416667
Richmond Avenue,Richmond Avenue,Forest Hill Road,Fresh Kills Bridge,NB,984.7916667
1 Avenue,1 AVENUE,EAST 11 STREET,EAST 12 STREET,NB,984.5416667
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,EB,984.4166667
Broadway,BROADWAY,EAST 11 STREET,EAST 12 STREET,SB,984.2916667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,984.2083333
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,WB,983.7083333
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,EB,983.7083333
10Th Avenue,10TH AVENUE,West 45th Street,West 46th Street,NB,983.6666667
5 Avenue,5 Avenue,East 60 Street,East 61 Street,SB,983.5833333
2 Avenue,2 Avenue,East 73 Street,East 74 Street,SB,983.4583333
Ocean Parkway,Ocean Parkway,Lawrence Avenue,Parkville Avenue,SB,983.1666667
Korean War Vets Parkway,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,NB,983.0416667
5 Avenue,5 Avenue,West 25 Street,East 26 Street,SB,983
Lexington Avenue,Lexington Avenue,East 46 Street,East 47 Street,SB,982.7083333
Richmond Ave,Richmond Ave,Yukon Ave,Dead End,SB,982.125
5 Avenue,5 Avenue,East 12 Street,East 13 Street,SB,981.7916667
8 Avenue,8 AVENUE,WEST 45 STREET,WEST 46 STREET,NB,981.75
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,EB,981.75
South Conduit Avenue,South Conduit Avenue,Hemlock Avenue,Autumn Avenue,EB,981.5833333
Woodhaven Blvd,Woodhaven Blvd,Eliot Ave,Lirr Main Line,NB,981.5
10 Avenue,10 AVENUE,WEST 27 DRIVE,WEST 28th STREET,NB,981.125
3 Avenue,3 AVENUE,25 STREET,26 STREET,NB,981.0416667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,980.5833333
Atlantic Ave,ATLANTIC AVE,CLASSON AVE,NYCTA SUBWAY,EB,980.5416667
10 Avenue,10 AVENUE,WEST 27 STREET,WEST 28 STREET,NB,980.5
5 Avenue,5 Avenue,East 60 Street,East 61 Street,SB,980.4583333
Hylan Boulevard,HYLAN BOULEVARD,EBBITTS AVENUE,PRINCETON AVENUE,SB,980.3333333
South Conduit Avenue,South Conduit Avenue,Hemlock Avenue,Autumn Avenue,EB,980.125
East Houston Street,EAST HOUSTON STREET,BROADWAY,CROSBY STREET,WB,979.8333333
Queens Boulevard,Queens Boulevard,78 Avenue,Dead end,WB,979.75
Avenue Of The Americas,Avenue of the Americas,8 Avenue Line,8 Avenue Line,NB,979.625
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,WB,979.5
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,979.4583333
Broadway,Broadway,East 11 Street,East 12 Street,NB,979.375
Varick Street,VARICK STREET,Charlton Street,Vandam Street,SB,979.3333333
West Street,West Street,Dead end,Hubert Street,NB,979.125
1 Avenue,1 Avenue,East 12 Street,East 13 Street,NB,979.0416667
8 Avenue,8 Avenue,Greenwich Avenue,West 14 Street,NB,978.7083333
Broadway,BROADWAY,PRINCE STREET,SPRING STREET,SB,978.4166667
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,978.3333333
Amsterdam Avenue,Amsterdam Avenue,Dead End,West 62 Street,NB,978.3333333
5 Avenue,5 AVENUE,WEST 25 STREET,BROADWAY,SB,978.2916667
3 Avenue,3 AVENUE,EAST 99 STREET,EAST 100 STREET,NB,977.3333333
2 Avenue Main Road,2 AVENUE MAIN ROAD,EAST 122 STREET,EAST 123 STREET,SB,977.1666667
3 Avenue,3 Avenue,East 60 Street,61 Street,NB,977.0833333
South Conduit Avenue,South Conduit Avenue,Grant Avenue,Belmont Avenue,SB,976.75
South Conduit Avenue,South Conduit Avenue,Hemlock Avenue,Autumn Avenue,EB,976.7083333
3 Avenue,3 Avenue,29 Street,30 Street,NB,976.625
West Broadway,West Broadway,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,976.5416667
Henry Hudson Pkwy,HENRY HUDSON PKWY,W 235th ST,W 236th ST,NB-MAIN,976.25
Flatbush Avenue,Flatbush Avenue,State Street,Schermerhorn Street,SB,975.875
South Conduit Avenue,South Conduit Avenue,150 Street,Van Wyck Expressway,EB,975.8333333
8 Avenue,8 AVENUE,WEST 26 STREET,WEST 27 STREET,NB,975.625
Bruckner Boulevard,BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,WB,975.5
West Street,West Street,Tribeca Bridge,Dead end,SB,975.4166667
8 Avenue,8 Avenue,West 26 Street,West 27 Street,NB,975.375
Richmond Avenue,Richmond Avenue,Forest Hill Road,Fresh Kills Bridge,NB,975.2083333
1 Avenue,1 Avenue,East 73 Street,East 74 Street,NB,975.2083333
Atlantic Avenue,Atlantic Avenue,Williams Avenue,Hillsdale Street,EB,975.1666667
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,WB,975
7Th Avenue,7th AVENUE,West 12th Street,West 13th Street,SB,974.9166667
11 Avenue,11 Avenue,West 45 Street,West 46 Street,SB,974.75
5 Avenue,5 Avenue,East 27 Street,East 28 Street,SB,974.75
3 Ave,3 AVE,EAST 99 ST,EAST 100 ST,NB,974.375
Park Avenue,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,SB,974.2083333
2 Avenue,2 Avenue,East 73 Street,East 74 Street,SB,974.2083333
Avenue Of The Americas,Avenue of the Americas,8 Avenue Line,8 Avenue Line,NB,974.1666667
Southern Boulevard,SOUTHERN BOULEVARD,Mosholu Parkway,Bronx River Parkway,SB,974.0416667
Victory Boulevard,VICTORY BOULEVARD,SOUTH GANNON AVENUE,CANTERBURY AVENUE,EB,973.9166667
Korean War Vets Parkway,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,SB,973.8333333
10Th Avenue,10TH AVENUE,West 45th Street,West 46th Street,NB,973.7083333
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,973.5
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,WB,973.3333333
Rockaway Boulevard,Rockaway Boulevard,North Boundary Road,150 Road,SB,973.2083333
5 Avenue,5 AVENUE,WEST 25 STREET,BROADWAY,SB,973
11 Avenue,11 AVENUE,WEST 43 STREET,WEST 44 STREET,SB,972.9166667
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,EB,972.8333333
2 Avenue,2 Avenue,East 74 Street,East 75 Street,SB,972.5833333
7Th Avenue,7th AVENUE,West 12th Street,West 13th Street,SB,972.5416667
Rockaway Blvd,ROCKAWAY BLVD,OLD ROCKAWAY BLVD,RADAR RD,EB,972.25
Woodhaven Boulevard,Woodhaven Boulevard,73 Avenue,74 Avenue,NB,972.2083333
8 Avenue,8 Avenue,West 26 Street,West 27 Street,NB,972.1666667
Queens Boulevard,QUEENS BOULEVARD,SKILLMAN AVENUE,JACKSON AVENUE,SB,971.9583333
Woodhaven Boulevard,Woodhaven Boulevard,73 Avenue,74 Avenue,NB,971.7916667
7Th Avenue,7th AVENUE,West 12th Street,West 13th Street,SB,971.6666667
Eastern Parkway,Eastern Parkway,Troy Avenue,Albany Avenue,WB,971.5416667
Park Avenue,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,SB,971.4166667
1 Avenue,1 AVENUE,EAST 11 STREET,EAST 12 STREET,NB,971.4166667
Hylan Boulevard,HYLAN BOULEVARD,POILLON AVENUE,DOLE STREET,WB,971.2916667
11 Avenue,11 AVENUE,WEST 43 STREET,WEST 44 STREET,SB,970.9166667
Amsterdam Avenue,AMSTERDAM AVENUE,WEST 73 STREET,WEST 74 STREET,NB,970.9166667
Lexington Avenue,LEXINGTON AVENUE,60 STREET,EAST 61 STREET,SB,970.9166667
9 Avenue,9 Avenue,West 45 Street,West 46 Street,SB,970.8333333
Columbus Avenue,COLUMBUS AVENUE,WEST 61 STREET,WEST 62 STREET,SB,970.625
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,EB,970.2083333
Bedford Avenue,Bedford Avenue,Hancock Street,Halsey Street,NB,970.0833333
Richmond Avenue,RICHMOND AVENUE,Forest Hill Road,Forest Hill Bridge,NB,969.5833333
2 Avenue,2 Avenue,East 74 Street,East 75 Street,SB,969.375
3 Avenue,3 AVENUE,EAST 12 STREET,EAST 13 STREET,NB,969.0416667
5 Avenue,5 AVENUE,WEST 25 STREET,EAST 26 STREET,SB,969.0416667
Amsterdam Avenue,AMSTERDAM AVENUE,WEST 61 STREET,WEST 62 STREET,NB,968.9583333
Woodhaven Boulevard,WOODHAVEN BOULEVARD,Union Turnpike,79th Avenue,NB,968.9166667
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,968.875
Madison Avenue,MADISON AVENUE,EAST 59 STREET,EAST 60 STREET,NB,968.7916667
Grand Street,Grand Street,Crosby Street,Lafayette Street,EB,968.5416667
2 Avenue Main Road,2 AVENUE MAIN ROAD,EAST 122 STREET,EAST 123 STREET,SB,968.2083333
Atlantic Ave,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,WB-MR,967.9583333
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,WB,967.9583333
North Conduit Avenue,NORTH CONDUIT AVENUE,Glenmore Avenue,Lincoln Avenue,WB,967.7916667
8 Avenue,8 AVENUE,WEST 26 STREET,WEST 27 STREET,NB,967.5416667
Richmond Avenue,RICHMOND AVENUE,YUKON AVENUE,INDEPENDENCE AVENUE,SB,967.4166667
Varick Street,Varick Street,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,967.375
11 Avenue,11 AVENUE,WEST 45 STREET,WEST 46 STREET,SB,967.3333333
Lexington Avenue,LEXINGTON AVENUE,EAST 27 STREET,EAST 28 STREET,SB,967.25
Madison Avenue,Madison Avenue,East 45 Street,East 46 Street,NB,967.125
Exterior Street,Exterior Street,East 138 Street,East 135 Street,SB,966.625
Northern Boulevard,Northern Boulevard,35 Avenue,45 Street,WB,966.4166667
3Rd Avenue,3rd AVENUE,EAST 46th STREET,EAST 47th STREET,NB,966.375
Flatbush Avenue,FLATBUSH AVENUE,4 AVENUE,ROCKWELL PLACE,SB,966.0833333
Woodhaven Boulevard,Woodhaven Boulevard,73 Avenue,74 Avenue,NB,966.0833333
Exterior Street/135 Street,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,965.9583333
Columbus Avenue,Columbus Avenue,West 61 Street,West 62 Street,SB,965.7916667
Amsterdam Avenue,AMSTERDAM AVENUE,WEST 73 STREET,WEST 74 STREET,NB,965.5833333
5 Avenue,5 Avenue,West 25 Street,East 26 Street,SB,965.5
Woodhaven Boulevard,Woodhaven Boulevard,95 Avenue,95 Street,SB,965.4583333
Woodhaven Boulevard,Woodhaven Boulevard,73 Avenue,74 Avenue,SB,965.4583333
Broadway,Broadway,East 11 Street,East 12 Street,NB,965.4583333
Columbus Avenue,COLUMBUS AVENUE,WEST 61 STREET,WEST 62 STREET,SB,965.2916667
Exterior Street/135 Street,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,965.1666667
5 Avenue,5 AVENUE,EAST 27 STREET,EAST 28 STREET,SB,965.0833333
Bruckner Boulevard,BRUCKNER BOULEVARD,BRYANT AVENUE,LONGFELLOW AVENUE,WB,964.9166667
Madison Avenue,Madison Avenue,East 45 Street,East 46 Street,NB,964.7916667
Madison Avenue,MADISON AVENUE,74 STREET,75 STREET,NB,964.75
Bruckner Expressway,BRUCKNER EXPRESSWAY,OLMSTEAD AVENUE,CASTLE HILL AVENUE,EB,964.6666667
Bedford Avenue,Bedford Avenue,Hancock Street,Halsey Street,NB,964.5
Richmond Ave,Richmond Ave,Yukon Ave,Yukon Ave,NB,964.2916667
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,EB,964.0416667
2 Avenue,2 Avenue,East 73 Street,East 74 Street,SB,964.0416667
1 Avenue,1 Avenue,Dead end,Dead end,NB,963.9583333
Madison Avenue,Madison Avenue,East 60 Street,East 61 Street,NB,963.0833333
7Th Avenue,7th AVENUE,West 12th Street,West 13th Street,SB,963.0416667
Richmond Ave,Richmond Ave,Yukon Ave,Yukon Ave,NB,963
Atlantic Avenue,Atlantic Avenue,3 Avenue,4 Avenue,WB,962.9166667
5 Avenue,5 Avenue,East 27 Street,East 28 Street,SB,962.8333333
2 Avenue,2 AVENUE,EAST 73 STREET,EAST 74 STREET,SB,962.2083333
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,WB,962.0833333
Madison Avenue,Madison Avenue,East 45 Street,East 46 Street,NB,962.0833333
7Th Avenue,7th AVENUE,West 12th Street,West 13th Street,SB,962.0833333
Henry Hudson Pkwy,HENRY HUDSON PKWY,FAIRFIELD AVE,W 232nd ST,NB-MAIN,961.9166667
Flatbush Avenue,Flatbush Avenue,State Street,Schermerhorn Street,NB,961.9166667
Varick Street,Varick Street,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,961.8333333
11 Avenue,11 Avenue,West 45 Street,West 46 Street,SB,961.7916667
10 Avenue,10 Avenue,West 27 Drive,West 28 Street,NB,961.4166667
Queens Boulevard,Queens Boulevard,78 Avenue,Dead end,WB,961.2083333
West Broadway,West Broadway,Worth Street,Leonard Street,SB,960.9583333
8 Avenue,8 Avenue,West 26 Street,West 27 Street,NB,960.5833333
Varick Street,Varick Street,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,960.5416667
Woodhaven Blvd,WOODHAVEN BLVD,97th AVE,101st ST,NB-MAIN,960.4583333
Queens Blvd,Queens Blvd,Jackson Ave,Skillman Ave,SB,960.4166667
3 Avenue,3 Avenue,East 60 Street,61 Street,NB,960.0416667
Victory Boulevard,Victory Boulevard,South Gannon Avenue,Dr M L King Ep Nb En Victory Bl,EB,959.6666667
Exterior Street,EXTERIOR STREET,3rd Ave Bridge,East 144th Street,SB,959.625
Hylan Boulevard,HYLAN BOULEVARD,POILLON AVENUE,DOLE STREET,WB,959.5833333
Madison Avenue,Madison Avenue,East 45 Street,East 46 Street,NB,959.3333333
Amsterdam Avenue,Amsterdam Avenue,Dead End,West 62 Street,NB,959.0833333
3 Avenue,3 AVENUE,26 STREET,27 STREET,NB,958.875
2 Ave,2 AVE,EAST 99 ST,EAST 100 ST,NB,958.75
Park Avenue,Park Avenue,East 73 Street,East 74 Street,SB,958.7083333
10 Avenue,10 Avenue,West 27 Drive,West 28 Street,NB,958.625
Richmond Ave,Richmond Ave,Yukon Ave,Yukon Ave,NB,958.1666667
3 Avenue,3 AVENUE,EAST 12 STREET,EAST 13 STREET,NB,958.0833333
10 Avenue,10 AVENUE,WEST 27 STREET,WEST 28 STREET,NB,957.75
3 Avenue,3 Avenue,Astoria Line,East 61 Street,NB,957.4166667
Fdr Drive Viaduct,FDR DRIVE VIADUCT,WHITEHALL STREET,STATE STREET,EB,957.1666667
2 Avenue,2 Avenue,East 73 Street,East 74 Street,SB,956.7916667
Korean War Vets Parkway,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,SB,956.75
Queens Boulevard,QUEENS BOULEVARD,SKILLMAN AVENUE,JACKSON AVENUE,SB,956.625
East Gun Hill Road,EAST GUN HILL ROAD,Bronx Boulevard,Bronx River Parkway,WB,956.5416667
5 Avenue,5 Avenue,East 60 Street,East 61 Street,SB,956.375
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,EB,956.2916667
Atlantic Ave,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,WB-MR,956.2083333
5 Avenue,5 Avenue,East 27 Street,East 28 Street,SB,956
Madison Avenue,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,955.75
Varick Street,Varick Street,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,SB,955.375
3 Avenue,3 Avenue,East 60 Street,61 Street,NB,955.25
2 Avenue,2 Avenue,Dead end,East 123 Street,SB,955.25
Madison Avenue,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,955.125
Madison Avenue,Madison Avenue,East 60 Street,East 61 Street,NB,954.9583333
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,954.4166667
Rockaway Boulevard,Rockaway Boulevard,150 Road,North Boundary Road,NB,954.25
Woodhaven Boulevard,Woodhaven Boulevard,73 Avenue,74 Avenue,SB,953.875
Korean War Vets Parkway,KOREAN WAR VETS PARKWAY,HEENAN AVENUE,ALBEE AVENUE,NB,953.5416667
Southern Boulevard,SOUTHERN BOULEVARD,Mosholu Parkway,Bronx River Parkway,SB,953.5416667
Rockaway Boulevard,Rockaway Boulevard,North Boundary Road,150 Road,SB,953.375
1 Avenue,1 Avenue,Dead end,Dead end,NB,953.25
10 Avenue,10 Avenue,West 27 Drive,West 28 Street,NB,952.75
2 Avenue,2 Avenue,Dead end,East 123 Street,SB,952.625
Atlantic Ave,ATLANTIC AVE,ALABAMA AVE,WILLIAMS AVE,WB-MR,952.2916667
Linden Boulevard,LINDEN BOULEVARD,HINSDALE STREET,SNEDIKER AVENUE,EB,952.125
Bushwick Avenue,Bushwick Avenue,Conway Street,Highland Boulevard,WB,952
Canal Street,CANAL STREET,LAFAYETTE STREET,CORTLANDT ALLEY,EB,951.7916667
Madison Avenue,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,951.7083333
Exterior Street/135 Street,Exterior Street/135 Street,3 Avenue,East 138 Street,SB,951.5833333
Linden Boulevard,Linden Boulevard,Malta Street,Alabama Avenue,WB,951.5
Hylan Boulevard,HYLAN BOULEVARD,POILLON AVENUE,DOLE STREET,WB,951.4583333
Northern Boulevard,Northern Boulevard,Collins Place,Kings Road,WB,951.3333333
Ocean Parkway,Ocean Parkway,Avenue T,Avenue S,NB,951.25
3 Avenue,3 AVENUE,EAST 12 STREET,EAST 13 STREET,NB,951.25
Ocean Parkway Main Road,Ocean Parkway Main Road,Lawrence Avenue,Parkville Avenue,NB,950.9166667
8 Avenue,8 Avenue,Greenwich Avenue,West 14 Street,NB,950.25
Richmond Avenue,RICHMOND AVENUE,YUKON AVENUE,YUKON AVENUE,NB,950.125
Madison Avenue,Madison Avenue,East 60 Street,East 61 Street,NB,950.125
Atlantic Ave,ATLANTIC AVE,CLASSON AVE,NYCTA SUBWAY,EB,950
1 Avenue,1 Avenue,Dead end,Dead end,NB,949.875
Henry Hudson Pkwy,HENRY HUDSON PKWY,INDEPENDENCE AVE,W 232nd ST,SB-MAIN,949.8333333
East Gun Hill Road,EAST GUN HILL ROAD,BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,WB,949.75
Henry Hudson Pkwy,HENRY HUDSON PKWY,W 235th ST,W 236th ST,SB-MAIN,949.5416667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,949.2916667
5 Avenue,5 Avenue,101 Street,Gustave L Levy Place,SB,948.6666667
Madison Avenue,Madison Avenue,East 73 Street,East 74 Street,NB,948.6666667
Amsterdam Avenue,Amsterdam Avenue,West 61 Street,West 62 Street,NB,948.3333333
Astoria Boulevard,Astoria Boulevard,88 Street,89 Street,WB,947.6666667
Broadway,Broadway,East 11 Street,East 12 Street,NB,947.4583333
Madison Avenue,MADISON AVENUE,EAST 61 STREET,EAST 62 STREET,NB,947.3333333
